Name,RatingValue,DatePublished,Review,Sentiment
Miku,2,2020-04-24,Ordered the salmon lover and red tuna maki through Ubereats and unfortunately got food poisoning from my order.,0
Carisma,2,2019-01-10,"Disappointed.

I came here for dinner and the experience was underwhelming overall. 

The ambience is nice. The service was adequate and efficient. However, the food was disappointing. The food wasn't bad, but just not what I expected for the price.",0
Nodo Restaurant,4,2018-06-08,"Great ambiance ! 
Good staff here. 
Appetizers are a bit small. 
Menu selection was short. 
Wine selection is alright!",2
Como En Casa,5,2018-08-16,"TLDR: Fantastic staff and service, good homey atmosphere and some of the best Mexican I've had in Toronto.

I came here after work one day for dinner. Upon walking in the menu is on a giant poster to your right and it lists out a couple options (no more than 20) and you order and pay at the counter before getting served. As soon as I walked in one of the staff immediately greeted me and welcomed me to the restaurant. I don't usually comment on service, but the service I revived from multiple staff at Como En Casa was absolutely amazing and therefore noteworthy.

I got the enchiladas ($13), which came with rice and beans as well. The chicken enchiladas came in threes with the mole sauce surrounding it, a white sauce drizzled on top of it and some lettuce and a type of cheese stacked on top if it as well. The chicken inside was very soft and overall the enchiladas were delicious. The mole added a nice kick to it as well. The rice was well-seasoned and very tasty and I could've easily downed a couple more servings of it. I'm not usually a bean guy, but the beans were prepared very well here as well. They were mashed to a thick-ish consistency and the taste of the beans was not overwhelming, which I usually find at other restaurants. The meal also came with a homemade mild-hot sauce which was also very good. I think my only complaint is that the portions could've been a bit larger (at least for the rice and beans, which are pretty cheap). However, the meal was good enough to make it worth the price anyways. 

I'll definitely be back to try the rest of the menu.",2
Ho Ho Barbeque,3,2019-10-26,"This place was ok. We tried the roasted duck, roasted pork, and bbq pork, and pork tongue. Taste was average. Duck was very hard to bite through. Meats were cut sloppily and some barely cut. Floor was sticky. With so many better options around, probably won't try again.",1
Taverna Mercatto,2,2018-12-22,"Came here for a team lunch and ordered the fixed menu because the main menu apparently wasn't fully available during lunch.....very confusing menu setup but ended up ordering the risotto and cheese fried balls and the roasted chicken.

The risotto cheese balls were surprisingly good because when the dish arrived it was very underwhelming. The balls had a really good crust and when i fried poked into one it had a really good cheese pull. What i also enjoyed was the tomato sauce at the bottom which cut the oiliness of the fried balls significantly, a really good match.

The chicken however was very disappointing. The chicken was very tender on the inside but that was probably because small chunks were undercooked and raw ish....the pasta under was kind of dry and clumped together. Lastly the texture was a little boring, there was a little bit of char on the skin but seems to be only from the salamander so the really wasn't a real crust on the chicken.

Overall the restaurant seemed good but just didnt get a good experience this time.",0
Como En Casa,5,2020-02-21,"Super friendly staff, if i could give it ten stars I would. Amazing food great atmosphere. There isn't a bad thing I could say about this place one of my favourite restaurants!",2
98 Aroma,5,2019-05-11,"Really good food, plus good service. It had become one of my go to places when I'm with friends and have a hard time picking a restaurant.",2
El Charro,2,2018-08-27,"Had an appointment across the street so I saw this Mexican place and decided to try it out. It's very nicely decorated -- vibrant colours, a mural, and lots of Mexican decor. 

I decided to go with a veggie burrito as I am vegetarian, which came up to $9 flat. I was told at the cash that it's 10% off if you pay with cash (not sure if that's an everyday thing but at least I know for next time). Anyways, I was served right away and I was in and out within five minutes I'd say. The burrito itself was not the greatest--pretty bland compared to other veggie burritos I've eaten (and I eat a lot of them lol). I've also never had a burrito with broccoli, cauliflower and carrots in it so this was a first for me . Honestly tasted like I had some type of Asian stirfry in my burrito which really threw me off. Guacamole is supposed to be included but I couldn't even taste it . To be honest I didn't finish a quarter the burrito because I just didn't enjoy it at all. A piece of the cauliflower actually fell on the ground by accident there was a bunch of pigeons around me that really enjoyed it lol  

Would I come back? Probably not. If I was in the area I'd be open to trying something else on the menu because I see a lot of great reviews but I don't see myself ever coming out of my way to come here again.",0
Trattoria Taverniti,1,2019-09-09,"I was craving pizza for supper this evening.  I was walking along College Street and came across Trattoria Taverniti.  It looked interesting and I'd never been there so I thought I'd check it out.

When I got here around 6:30pm, it was fairly empty but filled up pretty quickly.

I ordered the Carne pizza.  It was a good pizza and I ended up taking some home for lunch tomorrow.  The crust was crispy and I guess it was the sausage that had a bit of a bite.

I paid my bill and was finishing up my wine, getting ready to go.  Then one of the servers asked if I would move to the patio to a high top chair because they needed my table.  I said I wasn't going to be much longer and didn't want to move to a high top (I have a wonky knee).  About ten seconds later, the second server came over and asked me to move and I told her the same thing.  About five minutes later, one of the servers said I really had to leave because they really needed my table.  I just had a sip of wine left and again said I'd be leaving shortly (and did).  I felt a bit uncomfortable because the table next to mine was looking over and wondering what was going on.

So what started out being a pleasant meal got ruined.  I understand that a small restaurant needs to turn the tables over to make money.  But if the table was reserved and I needed to be gone by 7:30pm (so in about an hour), they should have said so when I was seated so the expectations were set ... rather than kicking me out because someone else needed the table.  Definitely a customer service fail.  As good as the pizza was, I didn't feel valued as a customer so won't be back.",0
Los Guaca-Moles,3,2019-07-07,"The service was great and the ambiance was nice too. I most definitely will come back for drinks.

However, the food was too pricey and the portions too small - it wasn't worth it.
My boyfriend got the Alambre vegetariano for $18, which consisted of 3 tiny tacos filled with a bit of veggies and a small rice tower next to it. For that price he was expecting a nice and filling meal, not a sad appetizer sized meal.",1
98 Aroma,1,2019-12-10,"Inattentive staff, over cooked food. Noodle break right apart because it's so overdone.",0
Terroni,3,2020-01-27,"For so many years, I have never visit Terroni.  Actually after dinner tonight I don't think there's an urgent need as everything was normal and on the pricey side.

Was looking at the mushroom pasta special for Monday and the cost was  31.  I asked the waiter what's the portion sIze and he told me 5 pieces.....really?!

OK I went with the grilled calamari for $18 and a side of rapini for $10 instead.  Well, the calamari was alright, I like the tomato arugula salad a lot underneath but the rapini wasn't good as it was super hard to chew.

My friends had the $170 steak combo which came with a salad and a plate of veggies and it tasted good.

So my verdict is 2.5 stars  round up to 3 here we don't have half star option for review.  Prob won't be back tbh.",1
Seven Lives Tacos y Mariscos,4,2020-02-16,"CASH ONLY!!! & the location is kind of odd and the place is super tiny! But through it all the tacos are delicious....

All tacos are 6 bucks each. 

I ordered 2 tacos and was super full! I got the smoked marlin taco and the camarones a la diabla.

The camarones a la diabla was so fire!!! All the flavors were perfect. The marlin taco was not bad but a little on the drier side. Def would recommend the camarones a la diabla!

I tried the HOT salsa - and I like spicy but this was reallllly spicy! Good flavor tho but just an FYI for those daring souls.

I did not like that they didn't have small cups for salsa and you had to put your salsa straight on your taco. It's some what unsanitary from my perspective.",2
Trattoria Taverniti,5,2019-10-23,"An amazing casual dining spot with great food. One of the better carbonaras I've had in Toronto. A great spot for a family outing, date night or casual dining with friends. 
I thought the prices were very good and the portions perfect. 
LOVED IT!",2
Fudao noodle house,4,2018-11-11,"What I got: Original Rice Noodle ($8.49) and Pickled Cabbage Soup ($9.99)

Pros:
- Came here on a very rainy day and was able to get seats despite this place being pretty busy on a weeknight. 
- The soups here are supposedly made with no MSG, so you won't have to feel guilty about drinking it.
- Lunch menu is quite worth it, for ~$10 you can get soup noodles, with appetizer and drink. 
- Free refills on the noodles but not on the seafood/meat/veg you put in the soup. 
- Overall a great place for cheap eats with a nice selection of little items you can put into the soup.
- I'd recommend you to put everything in while the soup was still boiling to avoid eating raw seafood.

Cons:
- Take debit and cash only
- The seating arrangement can be a bit tight so you can hear the conversation of the people next to you.
- The Pickled Cabbage soup was on the saltier side, so I would recommend the thai or original one more.",2
Chula Taberna Mexicana,5,2019-07-31,"Food was amazing. Things that stood out and a definite must try were the: ""Mexican street corn, the cactus dip (best item on menu imo), the zucchini fritters and the chicken enchilada. The patio is super cute and great for just chilling with friends and having some yummy cocktails. Loved the vast tequila selection as well!",2
King’s Tacos,5,2020-01-15,"This year has really started off well for me (at least in terms of food haha)

King Tacos is a family-run Mexican restaurant on St. Clair West. We ordered Gaucamole, Chicken Tacos and Beef Bistec Tacos. 

You do get free fresh chips and sauces with all orders, which I think is super! 

The whole concept is amazing. You get FRESH tacos in a taco box, you assemble it yourself, which I think is nice. You also get 3 different sauces to add to your tacos and you can add cheese too! 

It's very authentic and similar to how it is in Mexico! It's quite a large restaurant with lots of seating. The only thing I would say it as it's family run, it's a little slow. They're definitely hospitable and friendly but the service is a little slow, even for a weekend lunch. I won't ding them for this because the flavours of everything we ordered was scrumptious. Large portions don't hurt either ;)",2
Wilbur Mexicana,3,2019-12-08,"Gringo af. Lunch and dinner lines go out the door. Don't come here for your undersalted chips and measly-portioned guac. The meat was kind of too salty and even having three tacos made me want a fourth. I guess it's FINE that there's fish tacos but it's kind of overrated. Where is the cilantro?!?! 

I have had better. It's got an Assembly Chef's Hall vibe. It's loud, jammed full of working professionals. Only come here if everything else is closed.",1
Hotopia Downtown,1,2019-11-08,"Nice staff
Simple interior
About $20 for king pao w rice; restaurants love to add $$$$ for the rice, they know it goes with rice, so charge more, seems unfair.
It is definitely hot. Felt like CRAP hour(s) later.
Hard on the stomach, I like hot, this was too greasy and doesn't sit well.
Did I mention 4 hrs later..
Not so good!
Bad aftertaste and guts are mad at me.",0
Giulietta,4,2019-06-12,"Good date place. The atmosphere was phenomenal. The food good but for what you pay I think you can get something  more? The seafood pasta had salty clams, I think the clams they were using was naturally salty? But a little bit too salty to eat. 
Olive stuffed sausage was amazing. The tripe roman style was good but wish it was more flavourful. All in all great place. Service and cocktails were good as wel",2
Dimmi Bar & Trattoria,3,2019-12-22,"Although the surroundings of a cellar-like space was nice, the overall pricey but subpar food, elementary plating/plates, and clumsy service was a let down especially in the Yorkville area.

I ordered their fish special of the night: Swordfish with a Side Salad. It was expensive, but the portion was great and the fish cooked & seasoned well!  The side salad was very basic but fresh, thankfully I had asked for the dressing on the side...especially since we previously ordered the Fried Calamari appetizer that came with some VERY greasy side salads. We ended our meal with some desserts, I tried their creme brûlée, but for $9.95 it was a rip off since the ramekin wasn't fully filled and the custard texture felt a little too whipped. Also, a little ridiculous that they charged us for hot water.",1
Itacate,2,2019-10-19,"This is a tough one! As some of you may know I love Tacos! I kept hearing that Itacate was the best place to grab the most authentic tacos in Toronto and obviously I had to give it a try. This little spot is located on St.Claire W and it doubles as a Butcher shop. I walk in and it smells amazing! I love pork tacos and since I can cook all other tacos I decided to get the Carnitas and El pastor. I was so excited and 2 of the saddest looking tacos were brought over. 

Now, looks are not everything so I decided to take a bite. Even though the tacos were super plain I figured if the meat is super flavourful I won't need any sauces. The meats were very chewy, at one point I felt like I was eating leather. Most of the Pork had gooey fat all over it and I just wasn't a fan. I added cilantro, onions and the extra spicy sauce which helped with flavour but the meat was a big issue for me. 

Keep Eating,
Angela",0
La Carnita,3,2019-07-06,"2.5/5 stars. Delicious gourmet tacos, but pricey.

Food: 4/5. Everything I tried was delicious. We started with chips + 3 dips which I would highly recommend.  It came with tomato salsa, corn salsa and guacamole. I also really enjoyed the flavour of my tacos. I got:

- Achiote Chicken. My least favourite but still decent. 
- Crispy Cotija. Basically fried cheese, which you can never go wrong with. 
- Carnita. Pork taco with amazing fixings. This was my absolute favourite. 

We also got a pitcher of one of their daily special drinks, which was a pineapple beer. The glass came rimmed with HEAPS of salt which everyone at my table hated - salt & beer? 


Service & Atmosphere: 2.5/5. Loud & dark space. Hipster in style. Server was nice but visited our table very rarely. There were 5 of us at the table being billed separately. All of our bills were out of order. I had a taco missing from my bill, which got added on to someone else's bill, etc. When we tried to say something to the server she just handed us the debit machine. We ended up figuring out her billing mistakes ourselves and paid each other back the appropriate amounts. 


Value for Money: 2/5. This is where it really falls flat for me. Each MINI taco is about $6.00 each. They can be finished in 2 bites. That's ~$3.00 per bite. They are mini tacos too so you'll need a few of them to feel satisfied.",1
El Trompo Taco Bar,2,2019-05-20,"I'm very confused on the tacos we received vs all these amazing reviews...

First timers at Kensington so we decide on this taco joint because Seven Lives was too long around 1:30p. 5 small tacos come in an order and you can only mix and match Al Pastor, Tinga and Chorizo. So we decided to get 2 Tinga and 3 Al Pastor. The tacos literally came out in 2 minutes after ordering. Too quick :3 The taste was bland and unappealing.

I've just attributing this negative review to a bad day at El Trompo...",0
Taverna Mercatto,3,2019-08-13,"I'm still so full writing this review; which is usually a good sign!

The service was good all night, including the full glass of water my boyfriend knocked right off the table that was immediately cleaned up, so that aside:

We started with a bottle of wine, Priorat, which was delicious! About ($100), a great Spanish red, highly recommend.

First came out the calamari ($14) delicious but quite a small portion, more for one person than it was shareable.

I got the Carbonara (basic and $18), it wasn't at all spectacular, in fact it wasn't even memorable. And the portion was not that large either.
My boyfriend got the 8oz ($38) and the cook was perfect, while the star of the dish was the layered potato serving oh my 

Followed up with an Amaretto, and a tiramisu for me (creamy, flavourful, large, filling, delicious!!!) and a caramel something for my boyfriend (also creamy and delicious!)

Highly recommend dessert over everything else we had! It's a cozy place to go after work, but not that impressive really. I'd call a 3.5/5 an accurate rating! 

Pictures attached!!

Will I be back? Unlikely, maybe just for that tiramisu some time",1
Buca Yorkville,5,2019-05-31,"TL;DR Upscale delicious Italian seafood

After trying the other Buca restaurants (which were fantastic), we were not disappointed by Buca Yorkville and can totally see why this place is rated in the top 5 for Canada's Top 100 Restaurants. Its quality and flavours are on par with other top-notch restaurants in Canada. 

Spot prawn crudo 5/5 - started with spot prawn freshly flown in just a few hours before. You can taste how fresh it is with its sweet notes and tender meat. It is absolutely divine.

Nodini 5/5 - One of our favourite classic dishes from Buca. The bread knots are small spheres fried with light salt and garlic. 

Nnocco fritto (squid ink dumplings with tuna n'duja) 5/5 - this was our FAVOURITE dish of the night. We had no idea what it us and took Yelp's recommendation for it. It came with 6 little pockets of bread that you can stuff with spicy tuna and n'duja. The flavour and texture was incredible. Definitely give this a try. 

polipo e vongole 3/5 - this octopus dish is where things fell flat for us. The octopus was cooked with clams and bone marrow. Both the clamps, bone marrow, and stock were delicious and rich in flavour. However, the octopus itself lacked flavour and char. When you bite into the meat, there was no chew or tenderness, felt very mushy and bland. 

Bigoli 5/5 - our second time order the duck egg pasta. This is a must try when you come to the restaurant. The noodles are perfectly al dente and coated in duck offal ragu. If you're weirded out by innards, do not fret as you do not taste the gameyness at all. The sauce is rich and rounded.",2
Buca Yorkville,2,2019-10-18,"We ordered three pasta dishes all of them were mediocre; lobster, vongole and octopus. Lacking flavor and pasta overcooked. Very skimpy on the seafood. Fail. Never again. Not worth the calories. Very disappointed and I'm a carb/pasta whore.",0
Lai Wah Heen,3,2019-06-02,"Lai Wah Heen used to be the best luxury dim sum restaurant in downtown Toronto. Overtime, the quality of the restaurant declined. While services and atmosphere still remain the same, quality and price are no longer on par. 

Out of the four items my brother and I shared, the best item was fried bean curd sheet with mushrooms served with aged balsamic vinegar ($5). It was crispy and juicy. Truffle Snow pea vegetarian wrap was unfortunately subpar ($5.5). The snow pea is not picked and over-steamed. 

With that said, it may still be a good option if you are a downtown dweller. However, I would not recommend Lai Wah Heen if you have access to dim sum restaurants in uptown Markham and Richmond Hill.",1
Yummy Yummy Dumplings,3,2020-02-28,"Went there because craving for dumplings and saw good reviews online. Their shop is a bit old style but that isn't a matter.

Service: Their understandings of English is really low. I know they're Asian but still communication is key especially running a business. Realized most asian restaurants nowadays required customers to write on a paper for ordering

Food: Food was delicious! Handmade and freshly made to order. Like the chewiness of the noodles and the thinness of the dumplings.

However, they gave me 11 dumplings rather than a dozen. I didn't give a tip because of the poor communication and missing food but they complained about that :/",1
Lai Wah Heen,2,2019-05-07,"We came here for Peking Duck around late lunch time and ended up getting dim sum.

Steamed barbecue pork bun: yes! Get this! Flavorful and light. I also enjoyed the pork shrimp and scallop siu mai.

Average items: deep fried mini shrimp ball

Things I didn't care for: deep fried dumpling of Berkshire pork and baby shrimp (tasted like a sesame ball with a filling), baked mini egg tart, steamed soft bun filled with custard, tapioca lychee and mango in chilled sweet soup

DO NOT GET: steamed short spare rib in garlic and toasted garlic. This dish was horrendous! It was slimy!

We weren't too impressed so we left to have another meal around the corner.",0
Artisan Plus,4,2020-01-09,"Pros:
Well done hand pulled noodles
Nice variety on menu

Cons:
Seating is tight

Artisan has been in the North York area for quite a while.  This place is there venture into the downtown core.  This much larger location is welcome addition to the downtown area.  Fans of hand pulled noodles should give this place a try.

As I mentioned earlier, this location is much larger than it's North York counterpart.  However, being downtown, it is subject to some limitations as well.  As with many downtown restaurant locations, I feel the seating is tight.  It's a veritable obstacle course when the place is full and everyone has their stuff with them.  The seats here are all of the stool variety as well.  There's a little slot for some space to put your things.  But with most people, you will not have anything to hang your jackets, bags etc on which means you probably place it nearby on the floor which adds to the obstacle course.

I was actually impressed by the menu here.  They have a good assortment of noodles to choose from here.  Some of them seem like original creations that you can't just find anywhere else.  I settled on the classic braised beef noodle and my wife got the clam mashi.  

As you can see from my pics, the presentation on their dishes here are spot on.  Every dish that came out from the kitchen looked very good.  I have to be honest, when my bowl of noodles came out I thought I was going to have to eat something else after.  The bowl was on the smaller side for beef noodles.  However, they do pack a good amount of noodles in there. It should be more than enough for normal appetites.  Big eaters like I am should definitely consider the extra noodle options.

Taste wise, the beef noodle was on point.  The broth was nice and not overly salty.  Noodles were pretty good with some bite.  They weren't the best noodles I've ever had, but they were very good in their own way.  The beef was tender and at least stewed for quite a bit before being served.  All in all, great bowl of noodles.  My wife's dish felt more like an Italian pasta dish.  If it wasn't for the spiciness and the wood ear mushrooms, you could easily serve it at an Italian restaurant and nobody would bat en eye.  Even the noodles looked like gnocchi!

Service was great overall during our visit.  A little disappointment that they only accept cash and debit.  Overall, this is a great little place to try our if you're a fan of hand pulled noodles.  There definitely some of other dishes I saw that I would like to try next time I'm here.",2
Hong Kong Bistro Cafe,4,2019-08-29,"This place is good! The food is delicious(curry and other meals), and the waiter is friendly. Nice and cozy environment makes it a better place to hang out with friends here. Will come next time.",2
Chop Chop,2,2019-04-05,We ordered through Uber eats. The driver was quick and really friendly. The food was hot and not too expensive. Otherwise the food was not our favorite. Out of everything we enjoyed the spring rolls the best. The rest of the food was pretty bland and not a lot of flavor. It was fulfilling and we were hungry so it wasn't the worst thing.,0
Los Guaca-Moles,1,2018-05-31,"Ordered through Uber eats .. maybe going to restaurant better , not sure , but the food was really gross. Waste of 70 bucks .. threw most of it out and feel really gross and might vomit .. nasty 
0 stars",0
Mi Taco Taqueria,3,2018-09-06,"Visited Mi Taco Taqueria for a quick snack - guacamole with chips ($4). The nachos did not tasted fresh. I felt like the guacamole and chips ratio is off. It was very disappointing. Perhaps the other items are better. 

Not a big fan. I may be back to give it a second chance to try the tacos.",1
Mariachi’s Restaurant,3,2018-07-24,"It was fun get together at Mariachis last week when me and my friends decided to go here. 
We primarily wanted to try the spicy margaritas. We got the jalepeno cucumber pitcher and the spicy pineapple one. Both were delicious. They got us the frozen style margaritas and I am not sure if they have the on the rocks option. 

During summer they have seating outside which is a small space with quite a few tables in the area. A decent place to sit, however it can get crowded. The place is located on the main road so it's easily accessed. 

We ordered food chicken fajita and our friends got the enchiladas. The fajita were a bit too saucy and wasn't really crisp. We also got some guacamole and that was delicious. So foodwise it was so-so but for drinks it was a really fun place to be!",1
King’s Tacos,3,2018-08-26,"I was on the street car when I noticed King's Tacos. I was curious so I went in for a bite. I was expecting a fast food restaurant like Taco Bells, but it was a sit down restaurant. King's Tacos decor was plainly decorated in a casual restaurant style. The service was okay, but you have to pay at the front.

The service started with the waitress bringing little bowls of sauce and onions. I am not familiar with Mexican food or tacos. I ordered the Arrachera taco which is made of beef fillets. I added the ingredients and sauces to the tacos to add flavours. I thought that the tacos were okay.

Would I go back? Maybe to try the other tacos. But I am not familiar with Mexican cuisine so it is hard to evaluate the food.",1
La Vecchia Ristorante,2,2019-07-08,It was under cooked noodle and no savory at all in my pasta. Overpriced and it's not worth to paying for it.,0
Mi Taco Taqueria,3,2019-05-03,"Hidden away on Queen West is this blink and you'll miss it taco joint. The interior is roughly the size of a shoebox, decorated festively, with a fake slanted roof. The roof makes it feel unnecessarily cramped. 

This place was rather disappointing. I brought my friends here because I enjoyed it a lot the first time around, but this visit was nowhere as good. The service here was wonderfully efficient, but the food was disappointing. I ordered the 3 taco plate (2 carnitas, 1 chicken tinga), chips and salsa verde, and a margarita. My total bill was around $22, which was not bad. The margarita was the best part of my order. 

Unlike other places, the margarita was strong. I got a good buzz from just one glass of margarita. It wasn't too sweet or tart or artificial-tasting, but rather perfectly balanced. The same cannot be said for the similarly green salsa verde. With saltier chips, the salsa might have tasted better, but with the very plain tortilla chips, the salsa tasted underseasoned and very vinegary - badly in need of salt. 

The tacos were similar in taste - while the freshness of the ingredients inside can be tasted, there wasn't enough of it, and it was hard to tell the difference between the chicken and the pork. A bit more seasoning could have helped. Lastly, the corn tortillas were absolutely dreadful. I had several mouthfuls of dry tortilla without filling to give it flavor and much-needed moisture, and it was like eating paper. I think the tortillas were kept under heat lamps for just a bit too long.

In summary, I'd come for the margaritas, but would not consider it this the best tacos in town.",1
Khao San Road,3,2019-10-02,"Spice levels were a bit all over the place. The curry was spicier than the pad thai and chicken kua gling, even though we ordered it with less spice than the others. 

The Thai iced tea was pretty good. Started out a bit syrupy but was perfect once the ice started melting.",1
Fusaro’s Kitchen,5,2019-04-06,"Neighbourhood gem. No joke. For those of you who are looking for fast, damn tasty pasta and pizza this is the place you need to come. It's all about the food. Nothing fancy, but good for friends to meet up, or even if you just need to grab a quick meal. A lot of options on the menu and everything is made fresh and delicious. The servers are friendly. There is also a take-out option. Don't need to twist my arm to return here!",2
El Trompo Taco Bar,3,2019-12-21,"Ordered 5 tacos with a mix of Tinga, Chorizo and Al Pastor. The tacos were shockingly small and costed $10 plus tax. Tinga and Chorizo were meh, kinda lacked flavors. Al Pastor was the most unique one of the 3 with the addition of pineapple. Hot sauces were good, one green and one red. Service was really nice.",1
Buca Yorkville,3,2019-08-24,"Debated long and hard on what rating to give; ultimately decided on a 3.5, but rounded downwards to a 3! Although I had a great time there with  colleagues, it was really due to the company. The food was decent (neither spectacular nor amazing), but the service was, for the most part, non-existent. It took so long to flag someone down!

We had reserved a table for 10 at 6:30PM, and were seated in a private area, slightly hidden from the rest of the restaurant. To start, we ordered a selection of three salumi di mare. Don't be fooled! While many things here at Buca Yorkville are seafood-related, the salumi does contain some pork options. With the server's recommendation, we got the Soppressata di Polipo (octopus salami which therefore includes pork), Opah (cured moonfish), and I believe the Salmone Affumicato (smoked salmon). Accompanying this spread were gnocco fritto, fried squid ink dumplngs made with pork fat, and two small pieces of pickled onion. The smoked fish was the best and absolutely stole the show! It had a very rich and smoky flavour, and the saltiness whet my appetite. However, the other salumi were just okay.

A must order at Buca is the nodini - these small garlicky bread knots that are little bites of heaven! As my manager says, these are the ""yesdini"". We got two orders for the table, but as the knots disappeared in record time, we ordered another two portions. These nodini really stole the show!

We then ordered our own mains; I got the Polipo e Vongole. A small whole octopus came placed on top of some clams and crispy artichokes, with these al dente small pasta balls (the fregola sarda, which resembles couscous) soaking up the delicious broth. However, the octopus truly fell flat. It was soft, but lacked all flavour - it was bland, unseasoned, and just didn't stand out. For a main that costs $50, I was expecting something a bit more. My colleague ordered the risotto, and was very disappointed as well. It came in an extremely small and shallow bowl / plate, and he devoured it all in the matter of minutes. 

For dessert, we ordered two pairs of three desserts (from the four on the menu) to share:
Tiramisu - This dish barely resembled a tiramisu, and was more along the lines of a deconstructed dessert with a dark chocolate shell and mascarpone cream. It was interesting, but not what we were craving for and wanted.
Pizelle - This dessert stole the show, and was the best! The peach preserve and whipped cream made it appear deceivingly light (although you're well aware it's not, given all the dairy and richness). The presentation was also lovely; when the server poured the ganache over the top, the dessert was just imploring me to take photos!
Torta - I forgot the full name, but this chocolate hazelnut tart served with olive oil and squid ink just completely missed the mark. The olive oil imparted some savouriness to the dish, but the squid ink took it to a whole other level by adding some fishy essence. We left this largely untouched.

The wine assortment here is good, but also pricey (we paid ~$250 for a bottle of red, I believe). If I were to go to Buca again, I'd likely go to the King location for more of the earthy and meaty pasta choices. While this location was decent, it simply didn't meet expectations.",1
Stelvio,1,2019-07-06,"The service is terrible and the food is not good enough to make up for the awful service. The one good thing on the menu is the risotto with the veal shank, but everything else we ordered was just okay. The waitress we had didn't listen well enough and took too long doing everything. We weren't even there on a particularly busy night, so the lack of good service can't be blamed on how packed the restaurant was. I would save the money and settle for somewhere else instead.",0
Sugo,5,2020-02-24,"Oh yes padre. I have been salivating over this place for for quite some time now and when I was able to finally visit I was glad to see I wasn't disappointed!

My friend and I went on a Friday night at 5pm and to our delight there was no line up! Their dining area is very small and they don't do reservations. It's decorated with red and white table linens and there's a simple chalk menu board above where the cashier is. This area is for takeout orders. We sat down and our waitress came by to give us some advice about her favs which helped.

We got mozzarella sticks to start which was served with their signature sugo. They were super tasty. We also got a caesar salad. It was very fresh and super garlicky, just the way I like it! My friend got the gnocchi that came with their signature sugo (sauce) and I got chicken parmigiana with spaghetti in sugo. They gave me 2 pieces of chicken, and the mountain of spaghetti was HUGE. I seriously had leftovers for 2 meals after that. 

The chicken parmigiana was magnificent, tender and flavourful. The spaghetti was cooked perfectly and sauce was deliziosa. I had some of my friend's gnocchi too and wish I got too because it was so tasty, light and fluffy little pillows of gnocchi heaven.

We got tiramisu afterwards to share for dessert. Honestly at this point I was surprised we were able to have anything else. The tiramisu was so good. A good portion and it was one of the best tiramisus I've ever had!

Can't wait to come back here for the other dishes!",2
Khao San Road,5,2020-01-10,"It's one of the best Thai places in Toronto and of I'm not mistaken better than Pai... *GASP* But also because they take American Express which means (all major credit cards, which to me seems like it's a dime a dozen these days)

ALSO, their portions are generous and it's worth the money you pay (they are on the more expensive side, but portion size makes up for it).

We ordered:

-Panama curry-- less curry and more of a dry curry type but freaking DELICIOUS 
-fried chicken- can't go wrong
-fried squash- the plate was twice the size of my head

And it was WAY MORE than enough for a large hungry man and my petite self.",2
Dumpling House Restaurant,5,2019-05-12,"Literally one of my favorite places we ate in Toronto! We stumbled upon this place in Chinatown and were not disappointed! 

The restaurant itself is small but they employees work quick to get food out fast! As you walk in, you can see the dumplings being made in the window and fried/steamed right there! The price was reasonable, the portions were huge, and the food was delicious! For two of us we definitely over ordered but could not decide what to eat and just got a bit of everything!

We ordered the fried pork dumplings, chicken fried noodles, and green onion pan cake! My favorite was the dumplings but you are at the House of Dumplings! Everything else was fantastic...we had to stop ourselves from licking the plates clean!

If in the area and visiting Chinatown, definitely check it out!!",2
Donatello Restaurant,3,2018-12-02,"Super average food with inflated prices. It's a small place so you have to make reservations even on a week night. 
The veggie pasta that I got (linguine with cream sauce and mushrooms) costed me 20 bucks without tax. The pasta was al dente which I liked but lacked much flavour. The portion size on the other hand was big. 
The calamari was also around $20 but was well cooked. I just wish we got more pieces :( They charred it nicely but by the time it made it to our table it was cold. 
The sever talked super fast but was friendly and happy. Not sure if I will return because I wasn't impressed with anything!",1
La Carnita,1,2020-02-16,"Worst service ever.  Staff don't care about the guests.  No table check. We had to hunt down a server to get a drink and order food. 

Cool vibe but would not recommend",0
Donatello Restaurant,3,2018-12-04,"Best crab ravioli & grilled calamari I've ever had! Friends ordered the veal marsala, a chicken special and fettuccine cream (don't remember the names) and they were flavourless. The restaurant is too cramped so it's hard to enjoy a meal without bumping elbows into the servers. Service however was really good. Would come back just for the ravioli & calamari.",1
